Benchmark,Algorithms,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Mean,Std
,RVEA,0.255095001,0.254763657,0.253492949,0.271691175,0.257926906,0.257533918,0.259194008,0.254388435,0.258123695,0.256637729,0.259428022,0.25877898,0.25623093,0.25296818,0.271680189,0.25711642,0.261966866,0.262831717,0.258669512,0.257268615,0.273936798,0.271843812,0.261774518,0.254296128,0.260116648,0.262208776,0.257457055,0.268598923,0.258552813,0.256706941,0.260042644,0.005835549
,PESAII,0.291101777,0.301860015,0.311913134,0.305582133,0.315186041,0.295980215,0.31033405,0.325378513,0.276849171,0.303580358,0.310265516,0.316444869,0.298769139,0.291300719,0.33848454,0.308198221,0.308736395,0.299047216,0.296652799,0.304310913,0.35508312,0.353324737,0.292900663,0.298400134,0.289436169,0.307947036,0.349785506,0.286568579,0.318283502,0.339192357,0.310029918,0.019937118
,RLT-MOPSO,0.227054874,0.235101406,0.262143934,0.253840351,0.250782434,0.256487053,0.225444217,0.247402241,0.233324727,0.246050059,0.266077519,0.248124761,0.233660818,0.249375512,0.225556365,0.252644821,0.236759971,0.245680452,0.233603446,0.251157267,0.236046085,0.246507219,0.250982478,0.244295091,0.246726106,0.227523134,0.237330273,0.227430342,0.236241225,0.259309497,0.243088789,0.011332049
WFG6,MOPSOCD,0.434162962,0.377496889,0.411193156,0.397244168,0.382734056,0.405004904,0.401586879,0.371250635,0.442889995,0.393252279,0.390460388,0.405919262,0.424709137,0.408644755,0.37406196,0.388675111,0.392208672,0.40401368,0.377532123,0.450382143,0.412089179,0.377775285,0.447339376,0.387034732,0.433140216,0.390960469,0.382778399,0.420670471,0.3841689,0.3995217,0.402296729,0.022454277
,SMPSO,0.335903324,0.382520619,0.314763392,0.439486178,0.358159792,0.364806559,0.382408862,0.364001311,0.376002632,0.34243368,0.392860161,0.38485235,0.356708975,0.426406732,0.338617598,0.406758579,0.358047074,0.396096318,0.380544214,0.33615254,0.363800121,0.388410948,0.429840551,0.388549798,0.404002555,0.341092167,0.381882936,0.4129722,0.337446998,0.347166996,0.374423205,0.031153835
,dMOPSO,0.440088466,0.447661851,0.439698772,0.408443033,0.454551262,0.477840489,0.469193709,0.393890502,0.451079886,0.441656342,0.456675072,0.495662285,0.467133158,0.423640053,0.426928174,0.43809292,0.497374372,0.447758988,0.40893934,0.455127117,0.436682764,0.45302909,0.430467629,0.482812751,0.461422741,0.445118233,0.464621103,0.403988919,0.494607999,0.434528672,0.448290523,0.026486921
,MOEADD,0.342865951,0.259935763,0.389715022,0.296623721,0.290818614,0.387928729,0.278519597,0.28156995,0.339606112,0.281330437,0.264224677,0.291294085,0.314039833,0.299332003,0.33519699,0.276571225,0.405356923,0.278495864,0.305719052,0.312682369,0.367996697,0.280516178,0.289447765,0.304638428,0.315497207,0.269160246,0.310960732,0.308226909,0.262936912,0.309826749,0.308367825,0.038514934
,RVEA,0.336806569,0.353439758,0.31855162,0.340885295,0.327296554,0.325417767,0.325858286,0.32402633,0.322228197,0.368906995,0.344243155,0.334373495,0.355970446,0.306761945,0.328835795,0.338425885,0.288961712,0.364979619,0.332956692,0.336913886,0.30871022,0.348583311,0.318828804,0.356219222,0.329253238,0.34685373,0.36354978,0.331333902,0.324008215,0.326270994,0.334315047,0.018087631
,PESAII,0.3869691,0.362088581,0.339676871,0.348368958,0.325371257,0.325937656,0.338775784,0.344521699,0.358869886,0.336541009,0.40333959,0.377964281,0.330789587,0.382651248,0.384712981,0.346869653,0.344745158,0.372295546,0.358561595,0.353573023,0.346946866,0.36089877,0.359922268,0.364777072,0.386549185,0.351263747,0.373687892,0.332887297,0.404726671,0.416349767,0.360687767,0.02401009
,RLT-MOPSO,0.225338962,0.250209896,0.204686847,0.230407322,0.20037612,0.221143166,0.248326085,0.216399427,0.227028728,0.216210654,0.210200713,0.223049317,0.196876555,0.22757555,0.252225806,0.206467371,0.228132874,0.195764514,0.224254361,0.231063687,0.20295148,0.228004738,0.208495896,0.206072323,0.185970219,0.243640413,0.240056814,0.199325711,0.223534298,0.211779759,0.219518987,0.017183859
WFG7,MOPSOCD,0.407202239,0.42215693,0.390163358,0.393267118,0.356339145,0.390287687,0.381282301,0.366186223,0.385188454,0.45973813,0.361296777,0.382353459,0.380471059,0.391449135,0.379655883,0.369512243,0.37686209,0.366775499,0.38915714,0.380094338,0.416686433,0.391814257,0.39198868,0.381639849,0.436302324,0.400254981,0.353928969,0.358373669,0.37009926,0.364432999,0.386498688,0.023735566
,SMPSO,0.33699438,0.356096153,0.349431595,0.361953789,0.348339576,0.403217297,0.375645926,0.402714656,0.367217679,0.39713572,0.377317572,0.372616288,0.358555723,0.356619155,0.349910726,0.334094224,0.343260416,0.393111334,0.36066454,0.321155527,0.34408709,0.368353227,0.395323402,0.313593323,0.39015746,0.373998017,0.354109246,0.334699906,0.378919784,0.35118789,0.362349387,0.023540246
,dMOPSO,0.426625087,0.439326976,0.443329148,0.430514433,0.449533257,0.440141673,0.425000171,0.430803304,0.438114316,0.433501651,0.423070199,0.409869728,0.427406965,0.425017907,0.423276966,0.432330748,0.420083803,0.418263276,0.441266953,0.444578068,0.403430268,0.450500625,0.416871829,0.422973968,0.416592085,0.435722654,0.432051023,0.418547413,0.438170793,0.437783794,0.429823303,0.01144353
,MOEADD,0.309992619,0.311517388,0.255889095,0.306394544,0.293873587,0.260889609,0.26803905,0.256937636,0.273262317,0.261356919,0.266671894,0.268672818,0.256494952,0.256071511,0.257074961,0.255837458,0.265526149,0.272681183,0.271987348,0.256768702,0.319765184,0.260292047,0.254017118,0.26457726,0.291886614,0.333481678,0.314104256,0.258837203,0.28298821,0.252683879,0.275285773,0.023332238
,RVEA,0.28684517,0.266394007,0.312986328,0.258943744,0.26943478,0.295291199,0.301736587,0.288054781,0.265422114,0.291776872,0.279367348,0.25909204,0.270849743,0.283170894,0.279353476,0.271633278,0.284153159,0.27796778,0.270135859,0.260367287,0.270275089,0.270071267,0.274946006,0.283313709,0.294632818,0.27200826,0.297372863,0.272814557,0.26620405,0.276020057,0.278354504,0.013247477
,PESAII,0.30239668,0.305402822,0.295039324,0.327842413,0.289610253,0.316624193,0.379144742,0.31982107,0.306113404,0.321824947,0.296616273,0.31684643,0.351888305,0.306745626,0.30948786,0.314868578,0.377752442,0.312082281,0.325579132,0.348767591,0.365879072,0.295333171,0.297254986,0.294870604,0.302693955,0.334532317,0.324661172,0.293749353,0.29975587,0.309102033,0.31807623,0.024551721
,RLT-MOPSO,0.185852413,0.190753903,0.20998588,0.181009871,0.191927179,0.187304182,0.174130595,0.198141193,0.184328179,0.205303447,0.191713935,0.215954715,0.180125255,0.182812946,0.188132296,0.200786081,0.208680597,0.199728494,0.194604818,0.181851022,0.189421915,0.181278352,0.197680439,0.178683748,0.186723563,0.182133024,0.187901934,0.186775453,0.183923211,0.211355595,0.191300141,0.010769429
WFG8,MOPSOCD,0.551132411,0.565451941,0.536209685,0.540939488,0.572478111,0.549829263,0.568820797,0.597431351,0.559593648,0.567672069,0.545513986,0.502546849,0.602996721,0.543583445,0.579697472,0.558484263,0.574689596,0.569458131,0.559758769,0.583996856,0.518426527,0.542650975,0.581187335,0.566954642,0.556257182,0.563222408,0.534867233,0.551976945,0.570093833,0.549183866,0.55883686,0.021302751
,SMPSO,0.466737491,0.475025525,0.516799616,0.521373029,0.466050232,0.53862144,0.50308705,0.487053102,0.543354514,0.555109363,0.487583576,0.505500121,0.467246778,0.522915997,0.507449379,0.532459791,0.518247073,0.491203448,0.484981212,0.536885,0.483104901,0.522034638,0.491296835,0.498287079,0.516347066,0.491901946,0.513147753,0.515488043,0.545470894,0.542384423,0.508238244,0.025269724
,dMOPSO,0.614985989,0.592256707,0.667944019,0.634537261,0.625738583,0.67864411,0.657852248,0.625446935,0.656708296,0.67354083,0.631504374,0.578026233,0.576912665,0.573148682,0.684939283,0.647098956,0.61124205,0.650913551,0.627854683,0.557860998,0.60544792,0.584687126,0.614151948,0.662171487,0.618928067,0.668902681,0.586309312,0.627001004,0.646028195,0.589828873,0.625687102,0.035121207
,MOEADD,0.353695932,0.347239883,0.349574999,0.363174029,0.378827064,0.349634416,0.351071991,0.348723753,0.368245965,0.351666827,0.343696234,0.385287873,0.354875253,0.341062702,0.358701838,0.36565989,0.346738352,0.360270245,0.344974432,0.363315503,0.355687688,0.451821641,0.352295321,0.376601176,0.356543993,0.341606027,0.339493128,0.365549144,0.338949711,0.380099523,0.359502818,0.021407529
,RVEA,0.377042601,0.375999203,0.369441143,0.36818341,0.369158568,0.41111625,0.379841352,0.403108666,0.356046107,0.364870012,0.363152521,0.35249536,0.350859496,0.365996342,0.386424763,0.384619161,0.35161212,0.362043614,0.359091691,0.374064178,0.400867692,0.366782594,0.367233348,0.375206306,0.366116181,0.368047156,0.399004257,0.3745702,0.369730618,0.372076814,0.372826724,0.015079398
,PESAII,0.394544201,0.388389121,0.404694568,0.398651077,0.384908165,0.401774515,0.40403281,0.401449789,0.424676157,0.404422603,0.403993366,0.432212673,0.411801452,0.415616316,0.392407652,0.411795425,0.391048813,0.419739347,0.380202218,0.386779152,0.419405469,0.406030798,0.41504857,0.400742437,0.40738828,0.448386657,0.415886029,0.387903394,0.40067091,0.493820247,0.40828074,0.021905982
,RLT-MOPSO,0.389611585,0.325924133,0.325571112,0.349551792,0.371707863,0.351024833,0.350688304,0.34837904,0.348977258,0.348215712,0.339588878,0.34220234,0.356562966,0.345192486,0.369310507,0.315004575,0.367882286,0.340500088,0.356056658,0.378007023,0.347089576,0.368241617,0.354638348,0.345684523,0.345621777,0.342093127,0.345382191,0.340231119,0.344846102,0.362088404,0.350529207,0.015573478
WFG9,MOPSOCD,0.386361491,0.398034231,0.402426463,0.390985792,0.40730146,0.37933282,0.405851235,0.409056649,0.370089708,0.388256129,0.419209002,0.395430653,0.392058382,0.417418308,0.399929247,0.425369897,0.413090803,0.385391018,0.406796879,0.395569533,0.417422084,0.419571995,0.385240719,0.375383843,0.403061826,0.388727829,0.394522908,0.419972578,0.378283517,0.399485667,0.398987756,0.014708318
,SMPSO,0.31177072,0.328224115,0.298232697,0.331284897,0.292048774,0.294231905,0.296202997,0.290384897,0.293383151,0.319300544,0.300266212,0.311604395,0.291358954,0.321438397,0.281560945,0.312251721,0.287273998,0.281627035,0.320761206,0.302910256,0.28514166,0.314973637,0.308994132,0.282137008,0.313167473,0.300035099,0.285505159,0.307785419,0.316425315,0.312937966,0.303107356,0.014469189
,dMOPSO,0.356534335,0.328567852,0.355022158,0.377050644,0.357259065,0.347907284,0.351083911,0.319044673,0.321593064,0.394161909,0.333549284,0.362088405,0.377658808,0.345426061,0.378726614,0.357510466,0.337736928,0.347579784,0.339151232,0.327724834,0.352012226,0.352080326,0.353645949,0.345071455,0.341722095,0.330614091,0.324792716,0.338940872,0.340989434,0.370219176,0.348848855,0.018180507
,MOEADD,0.256135062,0.26190134,0.253132863,0.25293953,0.258694605,0.268598389,0.256459044,0.244755773,0.270071514,0.316920843,0.266630923,0.289200724,0.265112053,0.254190163,0.271648506,0.2545663,0.257341738,0.265421499,0.265571119,0.266039016,0.253154319,0.269647363,0.250484666,0.253496362,0.278208954,0.28014089,0.276729269,0.28058818,0.246541885,0.266656538,0.265032648,0.014601131
,RVEA,0.248714279,0.289551632,0.310709632,0.235407884,0.246720974,0.280120573,0.263962546,0.253568351,0.240436637,0.273045941,0.254167316,0.260494064,0.257307073,0.264181676,0.260160386,0.34853509,0.260739269,0.285518978,0.345361456,0.269062656,0.263025855,0.25458828,0.256093316,0.276604923,0.307488274,0.275365047,0.297487825,0.241786995,0.254340263,0.263467588,0.271267159,0.027592678
,PESAII,0.289774794,0.313746493,0.307158393,0.319418899,0.309952406,0.286301299,0.294049021,0.349258602,0.330973462,0.281934193,0.295107826,0.279925957,0.294546689,0.345292374,0.321687016,0.304333367,0.302780205,0.286936389,0.300308702,0.295547772,0.272916565,0.298984286,0.307679319,0.290087329,0.313688922,0.286405271,0.300093273,0.288393237,0.319891385,0.285250711,0.302414139,0.018372239
,RLT-MOPSO,0.200270629,0.212338957,0.230277639,0.213553932,0.228434728,0.215385971,0.232893923,0.217559611,0.208046574,0.203957279,0.370058066,0.208569824,0.213675209,0.23038394,0.202723369,0.225750028,0.207093802,0.195292311,0.236055609,0.206812671,0.208102681,0.207879597,0.217911996,0.213999307,0.205565276,0.204224309,0.236323716,0.219286011,0.203859783,0.220291919,0.219885956,0.030461631
Viennet1,MOPSOCD,0.144538552,0.14309381,0.152315968,0.1404231,0.1531147,0.14387965,0.153378937,0.159471619,0.159305999,0.140155215,0.154434483,0.166752092,0.1423158,0.141316976,0.15798404,0.147149815,0.143398201,0.155121434,0.155013783,0.152152311,0.158064853,0.151012721,0.146305752,0.14987365,0.154089109,0.143131371,0.152877363,0.15361561,0.145820749,0.152621579,0.150424308,0.006686383
,SMPSO,0.145774019,0.152360001,0.149008393,0.139397984,0.159323992,0.149419651,0.146382725,0.145655847,0.162933273,0.153188327,0.15644792,0.153461713,0.145210604,0.155329261,0.146882676,0.147334481,0.145305457,0.139337769,0.156981573,0.14930409,0.155970598,0.159441579,0.15893162,0.14677598,0.144476313,0.148195658,0.15827187,0.151136217,0.152019723,0.150180532,0.150814662,0.005996528
,dMOPSO,0.208306601,0.202781962,0.202365602,0.21175522,0.200389144,0.206818289,0.19613338,0.209252903,0.197801825,0.206928226,0.205991588,0.20763607,0.197935768,0.20184815,0.212802888,0.210704075,0.201261339,0.209590163,0.201033925,0.204194294,0.210820601,0.199072098,0.20108768,0.207640761,0.203798821,0.203544446,0.205674461,0.1987165,0.200712143,0.200320986,0.204230664,0.004605717
,MOEADD,0.280692901,0.281147146,0.282912353,0.286029125,0.282574476,0.281109629,0.267094957,0.289601334,0.260053701,0.291652204,0.278164719,0.276103751,0.286331269,0.283858059,0.275505655,0.263772955,0.273547624,0.279608703,0.288100407,0.293057439,0.281210452,0.2863166,0.289679932,0.292162567,0.281867348,0.277857475,0.290385061,0.277277132,0.270529925,0.302757618,0.281698751,0.009114463
,RVEA,0.205851841,0.20330321,0.226633823,0.213096853,0.241773679,0.210678423,0.214337341,0.224496741,0.206581653,0.230280633,0.214891693,0.215232407,0.217911538,0.208957517,0.211174212,0.212256463,0.21010526,0.207963373,0.211420194,0.213668043,0.199712938,0.233165502,0.24316772,0.21903187,0.236777089,0.211875017,0.209358929,0.202749901,0.216659176,0.206635074,0.215991604,0.01133765
,PESAII,0.143924275,0.154349597,0.139694983,0.145177194,0.141905111,0.147168313,0.13826095,0.143014952,0.145222998,0.146881002,0.151312137,0.142665955,0.14883931,0.150441361,0.151229875,0.14508124,0.156051903,0.151811875,0.147405252,0.151636007,0.147496713,0.147671449,0.145761514,0.150780862,0.145122299,0.15174836,0.149744919,0.153849372,0.143225611,0.152779625,0.147675167,0.004447084
,RLT-MOPSO,0.108223355,0.110680883,0.120161458,0.111732633,0.115375814,0.113690548,0.113594838,0.114392013,0.115552523,0.109089218,0.110221166,0.11594732,0.114438994,0.116578875,0.103672925,0.116076628,0.114443542,0.108710647,0.100696072,0.115423799,0.112281942,0.11632076,0.114688865,0.110581239,0.110507176,0.118459276,0.102305729,0.111059828,0.111392099,0.111986567,0.112276224,0.004468639
Viennet2,MOPSOCD,0.017696272,0.021499224,0.02011558,0.018746727,0.019947955,0.018378545,0.017248176,0.019526075,0.019304235,0.018703342,0.020070842,0.018807811,0.018488525,0.019446283,0.02045703,0.020027901,0.018493613,0.01799099,0.021057757,0.022510495,0.019572954,0.020617959,0.020291756,0.019531341,0.019580073,0.018791366,0.019638766,0.019185552,0.018587554,0.018173032,0.019416258,0.001146167
,SMPSO,0.019528938,0.022915964,0.019395808,0.021566758,0.02000239,0.020405391,0.021199684,0.021324743,0.019993793,0.022657994,0.022168127,0.020656642,0.024263046,0.019164549,0.022290147,0.020817352,0.019933453,0.019088788,0.020882733,0.020335172,0.019720589,0.020680903,0.019479168,0.020634828,0.020753517,0.022431173,0.020818619,0.018107861,0.020107159,0.022581595,0.020796896,0.001354178
,dMOPSO,0.112378513,0.111225411,0.113302299,0.10977949,0.112227181,0.109083242,0.10997451,0.109470349,0.112123367,0.111808728,0.11014106,0.107495818,0.114116389,0.109453634,0.108055683,0.109172878,0.113607767,0.110870605,0.111938898,0.108836189,0.111467914,0.110591755,0.109015904,0.109288146,0.111716884,0.111855895,0.113420558,0.110410652,0.112344302,0.112255804,0.110914328,0.001728131
,MOEADD,0.224565115,0.224633292,0.224562933,0.22459204,0.224494168,0.224539456,0.224599139,0.224618944,0.224402227,0.224577246,0.224592205,0.224318954,0.224570419,0.22458199,0.224628439,0.224549392,0.224540947,0.22453764,0.22458201,0.224574025,0.224573657,0.224539792,0.22462578,0.224615339,0.224270361,0.224543767,0.224519838,0.224480199,0.224518312,0.224416739,0.224538812,8.64E-05
,RVEA,0.069255446,0.083773465,0.082177274,0.073957106,0.076134508,0.069956418,0.058690051,0.059904494,0.069172899,0.077208271,0.079931956,0.074499839,0.054647629,0.067366516,0.074632536,0.052366653,0.066127877,0.055986135,0.076649346,0.077445532,0.073954632,0.086856438,0.075169146,0.052412922,0.079651979,0.07985023,0.0768992,0.077344387,0.08292131,0.05491143,0.071328521,0.010083232
,PESAII,0.020904978,0.022586112,0.021574886,0.019558608,0.022787642,0.020668319,0.020791697,0.021215983,0.017620476,0.020103383,0.019759374,0.02042416,0.020429694,0.019510272,0.018514075,0.019308159,0.019860876,0.019486678,0.019359433,0.018672496,0.021172511,0.019556838,0.020682366,0.018772109,0.019137916,0.019714082,0.020249247,0.018794929,0.020936921,0.01961296,0.020058906,0.001156533
,RLT-MOPSO,0.014585447,0.018930007,0.01648246,0.020548501,0.018695046,0.016650085,0.017220044,0.018396963,0.017860674,0.019645244,0.020814691,0.019293612,0.017958739,0.018695247,0.017737613,0.020425328,0.020089292,0.022203383,0.021296822,0.020721971,0.017722943,0.021651998,0.017439955,0.01701199,0.02081038,0.021077499,0.018852187,0.015899074,0.018244024,0.018967624,0.018864295,0.001850087
Viennet3,MOPSOCD,0.073237605,0.068201058,0.06898686,0.069269636,0.063009256,0.06713717,0.071348898,0.068107088,0.071873662,0.068592749,0.070120768,0.068854987,0.069060685,0.067026655,0.064789817,0.068892352,0.068703325,0.066745826,0.068717077,0.066848143,0.066104279,0.072096619,0.064568822,0.071209175,0.069845438,0.069017959,0.062411014,0.069890359,0.068256911,0.065458526,0.068279424,0.002562918
,SMPSO,0.069310315,0.072806195,0.069042927,0.071380718,0.067481246,0.073924096,0.074535272,0.067599291,0.071703294,0.070071034,0.068911844,0.069160321,0.072838104,0.069123031,0.068982218,0.07731781,0.06895498,0.06708455,0.065475256,0.070287866,0.06927916,0.074505933,0.068526906,0.068192463,0.068650233,0.068551534,0.067617914,0.072553914,0.071306551,0.07327444,0.070281647,0.002691157
,dMOPSO,1.961185544,1.935892567,1.932876597,1.961304775,1.932388189,1.952403765,1.971428345,1.923999842,1.943666006,1.969959255,1.96879877,1.92604019,1.925456,1.947983254,1.956731348,1.963239108,1.922932324,1.924996415,1.937153854,1.954396112,1.977423299,1.920347205,1.954261753,1.940246407,1.93642422,1.907317851,1.929450343,1.925036242,1.933351558,1.94064901,1.942578005,0.018041794
,MOEADD,0.568465688,0.233183613,0.440813748,0.488493832,0.421097118,0.20941022,0.571972983,0.531714182,0.57427109,0.565149323,0.248672693,0.906788987,0.461692846,0.338048014,0.452228476,0.868259722,0.429822557,0.320207232,0.293182162,0.443282291,0.561265376,0.267855088,0.464342838,0.995058652,0.389516822,0.38252402,0.460455994,0.466719169,0.29500877,0.351279845,0.466692778,0.188198442
,RVEA,0.20048006,0.18778643,0.271431554,0.202274611,0.19008469,0.191552793,0.197531206,0.188940709,0.192892715,0.20581297,0.213058988,0.613220567,0.191031634,0.22513782,0.324760174,0.200606062,0.187510595,0.186419473,0.193394339,0.231805945,0.224653588,0.234182727,0.187202684,0.185190859,0.22854399,0.189404591,0.217876332,0.205300172,0.23588617,0.189522272,0.223116557,0.079445282
,PESAII,0.052201756,0.065412583,0.092417615,1.630809966,0.057440489,0.05723522,0.048789398,0.057634177,0.070740158,0.065602186,0.065685326,0.055466143,0.060364303,0.0546947,0.046238239,0.049734542,0.06712446,0.05219112,0.061739266,0.053114391,0.063536401,0.050053516,0.06389797,1.675565744,0.06605263,0.067906644,0.082142858,0.060874759,0.058022074,0.066448988,0.167304587,0.404065634
,RLT-MOPSO,0.060098871,0.05300136,0.060980534,0.072236083,0.075546084,0.05257224,0.067441446,0.070646127,0.051792586,0.064264919,0.063220932,0.071649698,0.070463845,0.086506538,0.076511691,0.042807038,0.054514797,0.055771315,0.090209703,0.042383807,0.056150281,0.054201736,0.062206443,0.057785307,0.067901938,0.058702581,0.053214906,0.053535359,0.061997819,0.071833066,0.062671635,0.011277351
