Benchmark,Algorithms,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Mean,Std
,MOEADD,0.105081289,0.106402222,0.104969361,0.105335257,0.105172524,0.105387393,0.105344276,0.105427918,0.10533593,0.105895892,0.105201781,0.106480738,0.106302412,0.104972275,0.105193253,0.105409536,0.105518625,0.105411231,0.105543605,0.106022332,0.105204755,0.105105746,0.105154164,0.105290829,0.105662095,0.105862317,0.105496202,0.105126193,0.10594464,0.106300476,0.105518509,0.00043632
,RVEA,0.095293561,0.095212349,0.096141435,0.095649891,0.09599052,0.094983321,0.096056776,0.095051672,0.096012282,0.095133449,0.095443406,0.096914574,0.09601201,0.095969154,0.096298368,0.095070426,0.096111339,0.09648385,0.09528444,0.098365729,0.097037587,0.095019358,0.096262024,0.095187918,0.095640185,0.096065301,0.098098298,0.098697963,0.0987397,0.096453508,0.096156013,0.001082278
,PESAII,0.105680298,0.107919935,0.108302827,0.109818405,0.108703004,0.110423545,0.107980776,0.110618919,0.106685871,0.11276829,0.109222539,0.110341464,0.112625792,0.112892011,0.106542924,0.109444604,0.106152563,0.115627481,0.106855069,0.105661215,0.107105462,0.109075312,0.109140811,0.112384754,0.10843295,0.10969238,0.106287789,0.11002641,0.10571936,0.107612079,0.108991495,0.002489971
,RLT-MOPSO,0.108038994,0.074178969,0.089523133,0.098032905,0.071291788,0.095040491,0.090192308,0.086333776,0.089738743,0.145805213,0.097881509,0.091472307,0.107213768,0.144464729,0.096116773,0.113082595,0.068881015,0.079669733,0.109031075,0.08131182,0.111611926,0.092963773,0.086071126,0.08194457,0.086871659,0.107662385,0.089639307,0.10093083,0.084946768,0.098337326,0.09594271,0.017679497
DTLZ5,MOPSOCD,0.055949038,0.026152532,0.031549373,0.046082758,0.036254207,0.034715467,0.023404908,0.030946665,0.025110561,0.028942504,0.02573313,0.036795978,0.04164911,0.031652958,0.033216863,0.034764342,0.028272908,0.037566557,0.023997599,0.031906916,0.036505987,0.045887317,0.030592604,0.028874166,0.040078064,0.02287689,0.04093145,0.032481998,0.027972332,0.028174138,0.033301311,0.007589816
,SMPSO,0.025870376,0.026084692,0.025887051,0.026184089,0.027151454,0.025899238,0.025562487,0.02592326,0.026046237,0.025681535,0.026478068,0.026908882,0.025459666,0.026190983,0.025495831,0.02560212,0.026009584,0.0257813,0.026720626,0.025959614,0.025897674,0.025669406,0.025432762,0.026196198,0.025595149,0.025298006,0.025626564,0.025637394,0.026380315,0.025782244,0.025947094,0.000438949
,dMOPSO,0.052862757,0.036883131,0.053599926,0.030278485,0.043097063,0.049053513,0.032125533,0.048598245,0.029164665,0.062282241,0.032567459,0.037014188,0.036961482,0.041380563,0.029712049,0.037807821,0.043771374,0.042891417,0.041535142,0.041307379,0.040025494,0.039917223,0.060917709,0.029816653,0.036422432,0.037680718,0.044988504,0.044564718,0.035124407,0.043882872,0.041207839,0.008527567
,MOEADD,0.03101817,0.031183843,0.030485342,0.031427429,0.028198336,0.029779785,0.029843521,0.031586273,0.030864035,0.031374321,0.032323168,0.028955714,0.028931063,0.030823053,0.031172151,0.029324817,0.030701522,0.029626067,0.031500527,0.030768738,0.028702077,0.031445831,0.030721008,0.032057454,0.031237464,0.031976034,0.029550245,0.03128849,0.031483901,0.029742026,0.03060308,0.001082425
,RVEA,0.06813427,0.072212254,0.094499348,0.07239098,0.08270518,0.08392822,0.065503764,0.079110747,0.070212898,0.091245144,0.083428472,0.073787015,0.068319675,0.077604233,0.097393383,0.064569871,0.081670586,0.066419837,0.107073478,0.070249444,0.079254119,0.093512187,0.077241989,0.09715699,0.086774837,0.084503492,0.103403486,0.111665946,0.077256161,0.094119186,0.082511573,0.012856336
,PESAII,0.025521099,0.026337603,0.025676939,0.024725615,0.026160557,0.024423256,0.025082205,0.026877031,0.026104176,0.026909654,0.023488674,0.027801819,0.02566961,0.024149999,0.026431273,0.026492894,0.026000116,0.025765829,0.024534553,0.025963269,0.02559887,0.026819086,0.026211687,0.025361493,0.024322571,0.027858567,0.026817041,0.029399223,0.027025784,0.026881772,0.026013742,0.001236651
