Algorithm,"DTLZ: DTLZ2, 4-7",,WFG: WFG1-9,,Viennet: Viennet 1-3,,Total,
,Friedman test,Rank,Friedman test,Rank,Friedman test,Rank,Friedman test,Rank
MOPSOCD,3.4,3,5.8889,6,4.6667,6,4.9412,6
SMPSO,5.6,7,4.7778,5,3.6667,4,4.8235,5
dMOPSO,5.4,6,6.4444,7,3,2,5.5294,7
MOEADD,3.6,4,3.1111,3,6.3333,7,3.8235,4
RVEA,4.8,5,2.6667,2,4.3333,5,3.5882,3
PESAII,3.2,2,3.5556,4,3.3333,3,3.4118,2
RLT-MOPSO,2,1,1.5556,1,2.6667,1,1.8824,1
